gate_score,accepted,hispanic,black,english_learner,special_ed,frpl,male,college,earnings
97.29,1,0,0,0,0,0,0,1,84898.55436
97.28,1,0,0,0,0,0,1,1,111330.0754
97.28,1,1,0,0,0,1,0,1,69100.55136
97.28,1,0,0,0,0,0,1,1,42395.50236
97.28,1,0,0,0,0,1,0,1,128191.8094
97.28,1,0,0,0,0,1,1,1,115186.8631
97.28,1,0,0,0,0,0,1,1,117207.224
97.28,1,0,1,0,0,1,1,1,51278.39298
97.28,1,0,0,0,0,0,1,1,63124.35521
97.28,1,0,0,1,0,0,1,0,73298.84092
97.28,1,0,0,0,0,1,1,1,65772.48309
97.28,1,0,0,1,0,1,0,1,97294.67154
97.28,1,0,0,1,0,1,1,1,97826.45316
97.27,1,0,0,1,0,1,0,1,62501.66945
97.27,1,1,0,0,0,0,0,1,90921.66423
97.27,1,0,0,0,0,1,1,1,110107.4358
97.27,1,1,0,0,0,0,1,1,103772.5419
97.27,1,1,0,0,0,1,0,1,93358.38313
97.27,1,0,0,0,0,0,0,1,62898.85628
97.27,1,0,0,0,0,0,1,1,67795.78764
97.27,1,0,0,0,0,1,1,1,68414.89396
97.27,1,0,0,0,0,0,0,1,84171.91157
97.27,1,0,0,0,0,0,1,0,73944.51927
97.27,1,0,0,1,0,1,0,1,82769.19549
97.27,1,0,0,0,0,1,1,1,67332.59696
97.27,1,0,1,0,0,0,1,1,112152.2325
97.27,1,0,0,0,1,0,1,1,49148.98278
97.27,1,0,0,0,0,0,1,1,119028.0776
97.27,1,0,0,1,0,0,0,1,85600.71553
97.24,1,0,0,1,1,0,1,1,80282.12118
97.24,1,0,0,1,0,1,1,1,95119.26529
97.24,1,0,0,0,0,0,0,1,85293.86586
97.24,1,0,1,0,0,0,1,1,32030.71352
97.24,1,0,0,0,0,1,0,1,118445.4717
97.24,1,0,0,0,0,0,1,1,69483.14225
97.24,1,0,0,0,0,1,0,0,64374.04945
97.24,1,0,0,0,0,0,1,1,117332.0783
97.24,1,0,0,1,0,1,0,1,65489.88295
97.24,1,0,0,0,0,0,0,1,98398.27304
97.24,1,0,0,1,0,0,0,1,65674.45863
97.24,1,0,0,1,0,1,0,1,63622.98781
97.22,1,0,0,1,0,0,0,1,124690.8783
97.22,1,0,0,0,0,1,0,1,66253.31908
97.22,1,0,0,0,0,1,1,1,87510.39004
97.22,1,0,0,0,0,1,0,0,108877.9698
97.15,1,0,0,0,0,1,0,1,78872.41834
97.15,1,0,0,0,0,1,1,1,64626.02936
97.15,1,1,0,1,0,1,0,1,80312.8552
97.15,1,0,1,0,0,0,0,1,75538.7523
97.15,1,0,0,1,0,0,1,1,67478.57646
97.15,1,1,0,0,0,0,0,0,83435.78388
97.15,1,0,0,0,0,0,1,1,60722.68634
97.15,1,0,0,0,0,1,0,1,82953.32538
97.15,1,1,0,1,0,0,0,1,58491.35894
97.15,1,0,0,1,0,1,1,1,103511.1881
97.15,1,0,0,0,0,1,1,1,68454.85526
97.15,1,0,0,1,0,1,1,1,80611.86965
97.15,1,0,0,0,0,1,0,1,79864.80258
97.15,1,0,0,0,0,1,0,1,36511.72771
97.15,1,0,0,0,0,0,1,0,71473.50015
97.15,1,0,0,1,1,0,1,1,37350.51907
97.11,1,0,0,1,0,1,1,0,62298.25758
97.11,1,0,0,0,0,1,0,1,63573.63482
97.11,1,0,0,1,0,0,1,1,115142.7911
97.11,1,0,0,0,0,1,1,1,77502.93148
97.11,1,0,0,0,0,1,1,1,59503.71438
97.11,1,0,0,0,0,1,0,1,112875.101
97.11,1,0,0,0,0,0,1,1,88762.80005
97.11,1,0,0,1,0,1,0,1,115801.6623
97.11,1,0,0,0,0,0,0,1,91564.43974
97.11,1,0,0,1,0,0,1,1,83893.34029
97.11,1,0,0,0,0,0,1,1,92025.29392
97.11,1,0,0,0,0,1,0,1,80201.17776
97.1,1,0,0,0,1,0,0,1,57545.37209
97.1,1,0,0,0,0,0,0,1,81742.24118
97.1,1,0,0,1,0,1,1,1,95887.11827
97.1,1,0,0,1,0,0,1,1,91145.01693
97.07,1,0,0,0,0,1,0,1,62500.17672
97.07,1,1,0,1,1,1,1,1,107865.7799
97.07,1,0,0,0,0,1,0,0,78738.48897
97.07,1,0,0,0,0,1,1,1,77078.61377
97.07,1,0,0,0,1,0,0,1,78083.37787
97.07,1,0,0,1,0,1,1,1,86429.76048
97.07,1,0,0,0,0,0,1,1,48311.45053
97.07,1,0,0,0,0,1,0,1,80423.72175
97.07,1,0,0,0,0,0,0,1,97079.14376
97.07,1,0,0,0,0,0,1,1,81699.3858
97.07,1,0,0,0,0,0,1,1,112331.0551
97.07,1,0,0,0,0,1,1,1,116757.1321
97.06,1,0,0,0,0,0,1,1,84474.98907
97.06,1,0,0,1,0,1,0,1,101096.8434
97.06,1,0,0,0,0,1,0,1,46186.34231
97.06,1,1,0,0,0,0,1,1,77813.18447
97.06,1,0,0,0,0,1,1,1,71439.38792
97.06,1,0,0,0,0,0,0,1,77949.259
97.06,1,0,0,1,0,0,1,1,97983.11197
97.06,1,0,0,0,0,0,0,0,78356.15458
97.05,1,0,0,0,0,1,1,1,83678.52838
97.05,1,0,0,0,0,0,0,1,25012.55252
97.05,1,0,0,1,0,0,1,1,108781.4417
97.05,1,0,0,1,0,1,0,1,100849.8392
97.05,1,0,0,0,0,0,0,1,94972.50696
97.05,1,0,0,1,0,1,0,1,79730.79577
97.05,1,0,0,0,0,1,1,1,77269.25989
97.05,1,0,0,0,0,0,1,1,66904.78509
97.05,1,0,0,1,0,0,1,1,101928.7384
97.05,1,0,1,1,0,1,0,1,97723.82205
97.05,1,0,1,1,0,0,0,1,102301.8839
97.05,1,0,0,1,0,1,1,1,79995.89877
97.05,1,0,0,1,0,1,1,1,62142.08642
97.05,1,0,0,0,0,1,0,1,107416.2228
97.05,1,0,0,0,0,1,1,1,88531.40022
97.05,1,0,0,1,0,0,1,1,63151.62326
96.99,1,0,0,0,0,0,1,1,93431.94417
96.99,1,0,0,0,0,1,0,1,70621.12079
96.99,1,0,0,0,0,0,1,1,120232.4434
96.99,1,0,0,0,0,1,1,1,80298.5161
96.99,1,0,0,0,0,0,1,1,127008.1191
96.99,1,0,1,0,0,0,1,1,69864.92258
96.99,1,0,0,1,0,0,0,0,61230.08381
96.99,1,0,0,1,0,0,1,1,97995.72803
96.99,1,0,0,0,0,1,0,0,59562.4454
96.99,1,0,0,1,1,0,0,1,8161.668153
96.99,1,0,0,0,0,1,0,1,76620.15324
96.99,1,0,0,1,0,1,0,1,77067.19414
96.99,1,0,0,1,1,1,1,1,79761.17476
96.99,1,0,0,0,0,1,1,1,83235.90071
96.99,1,0,1,0,0,0,1,1,86900.74565
96.99,1,0,0,0,0,1,1,1,61464.35509
96.99,1,0,0,1,0,0,1,1,60002.63467
96.99,1,0,0,0,0,0,1,1,94993.7509
96.99,1,0,0,0,0,0,0,1,87668.7513
96.99,1,0,0,0,0,1,1,0,92538.71647
96.99,1,0,0,0,0,1,0,1,116927.6881
96.99,1,0,0,0,0,0,1,1,71957.31222
96.99,1,0,0,0,0,0,0,1,113499.0874
96.99,1,0,0,0,0,0,1,1,69561.35845
96.92,1,0,0,0,0,1,0,0,89072.49413
96.92,1,0,0,0,0,0,1,0,74362.47624
96.92,1,0,0,1,0,1,1,1,105582.3932
96.92,1,0,0,0,0,1,1,1,69655.17504
96.92,1,0,0,0,0,0,0,1,89842.61459
96.92,1,0,0,1,0,0,1,1,68509.13618
96.92,1,0,0,0,0,0,1,1,66394.1144
96.92,1,0,0,1,0,1,1,1,102262.9606
96.92,1,0,0,0,0,0,0,1,107982.1298
96.92,1,0,0,0,0,1,1,0,67317.33193
96.92,1,0,0,1,0,1,1,1,56873.34118
96.92,1,0,0,0,0,0,0,1,107162.5458
96.87,1,0,0,0,0,1,1,0,118932.4559
96.87,1,0,0,1,0,0,1,0,65627.46561
96.87,1,0,0,0,0,1,1,1,97611.22706
96.87,1,0,0,0,0,1,0,1,116013.5288
96.87,1,0,0,0,0,1,1,1,82808.38133
96.87,1,1,0,0,0,0,0,1,84230.75411
96.87,1,1,0,0,0,0,0,1,102693.5926
96.87,1,0,0,0,0,0,1,1,66419.04616
96.87,1,0,0,1,0,0,1,0,103047.8609
96.87,1,0,0,0,1,0,1,1,76824.16205
96.87,1,0,0,0,0,1,1,1,104605.0958
96.87,1,0,0,0,0,0,1,1,97852.92078
96.83,1,0,0,1,0,1,0,1,98611.07854
96.83,1,0,0,0,0,0,1,1,49628.95122
96.83,1,0,0,1,0,0,1,1,58903.80251
96.83,1,0,0,0,0,0,1,1,77204.00058
96.83,1,0,1,1,0,1,0,1,85723.5154
96.83,1,1,0,0,0,0,0,1,106005.6381
96.83,1,0,0,0,0,1,1,1,59580.22205
96.83,1,0,0,0,0,0,0,1,70049.87876
96.82,1,1,0,0,0,0,0,1,110928.9055
96.82,1,0,0,1,0,1,1,1,91650.55169
96.82,1,0,0,0,0,0,0,1,88085.4907
96.82,1,0,0,0,0,1,0,1,77947.79495
96.73,1,0,0,0,0,0,1,1,78686.89057
96.73,1,1,0,0,0,0,0,1,79522.7842
96.73,1,0,0,0,0,1,0,1,79210.61685
96.73,1,0,0,0,1,0,1,1,73939.47689
96.73,1,0,0,0,0,1,1,1,87363.38435
96.73,1,0,0,0,0,0,0,1,78138.93383
96.73,1,0,0,1,0,0,1,1,104418.0732
96.73,1,0,0,1,0,0,1,1,98067.47668
96.71,1,0,0,1,0,1,0,1,95322.01356
96.71,1,0,0,1,0,0,1,1,131073.3495
96.71,1,0,0,1,0,1,1,1,79079.81411
96.71,1,0,0,0,0,1,1,1,69045.1962
96.71,1,1,0,0,0,1,1,1,74100.99464
96.71,1,0,0,0,0,0,0,1,78558.63613
96.71,1,0,0,1,0,0,0,1,50593.21982
96.71,1,1,0,0,0,1,1,1,33627.3065
96.71,1,0,0,0,1,1,1,1,80114.63654
96.71,1,1,0,1,0,0,0,1,108726.1208
96.71,1,0,0,1,0,1,1,1,93173.30534
96.71,1,0,0,0,0,0,0,1,112629.1957
96.57,1,0,0,0,0,1,0,1,88767.82563
96.57,1,1,0,0,0,1,0,0,71087.30134
96.57,1,0,0,0,0,0,0,1,50925.58446
96.57,1,0,0,1,0,1,1,1,109108.218
96.57,1,0,0,1,0,1,0,1,100472.3975
96.57,1,0,0,0,0,0,1,1,83094.30432
96.57,1,0,0,1,0,0,1,1,66301.87807
96.57,1,0,0,1,0,0,0,1,86950.82079
96.57,1,0,0,0,0,1,1,1,87569.72132
96.57,1,0,0,1,0,0,1,1,58588.78576
96.57,1,0,0,0,0,0,1,1,108286.9984
96.57,1,0,0,0,0,1,1,0,117890.93
96.54,1,0,1,0,0,0,1,0,85607.13192
96.54,1,0,0,0,0,0,1,1,103874.9685
96.54,1,0,0,0,0,1,1,1,90113.83396
96.54,1,0,0,0,0,1,1,1,80194.94499
96.54,1,0,0,0,0,0,0,1,72043.07511
96.54,1,0,1,0,0,1,0,0,72952.55444
96.54,1,0,0,1,0,0,1,1,87148.62711
96.54,1,0,0,0,0,0,0,1,54833.56331
96.54,1,0,0,0,0,0,0,1,99238.34143
96.54,1,0,0,0,0,0,0,1,83508.80498
96.54,1,0,0,0,0,0,1,1,62013.96369
96.54,1,1,0,0,0,1,0,1,73685.10273
96.51,1,0,0,0,0,1,1,1,54891.40351
96.51,1,0,0,0,0,0,0,1,77316.28281
96.51,1,0,0,0,0,0,1,1,48601.31422
96.51,1,1,0,0,0,1,1,1,86926.47389
96.51,1,0,0,1,0,0,1,1,135980.7054
96.51,1,0,0,1,0,1,1,1,100876.075
96.51,1,0,1,1,0,0,0,1,45666.70019
96.51,1,0,0,0,0,0,1,1,86062.42061
96.51,1,0,0,0,0,1,0,0,53314.6094
96.51,1,0,0,0,0,1,1,1,74977.35708
96.51,1,0,0,0,0,1,1,1,107297.6687
96.51,1,0,0,0,0,1,0,1,126921.9846
96.51,1,0,0,0,0,0,1,1,54251.31131
96.51,1,0,0,0,0,1,1,1,82512.25138
96.51,1,0,0,0,0,1,0,1,87801.25426
96.51,1,0,0,0,0,0,1,1,42523.59941
96.46,1,0,0,0,0,1,0,1,95177.45813
96.46,1,1,0,0,0,0,1,1,66521.61507
96.46,1,0,0,1,0,1,1,1,65939.68842
96.46,1,1,0,1,0,0,1,1,107374.4389
96.45,1,0,0,1,0,0,0,1,76982.84039
96.45,1,0,0,0,0,1,1,1,55906.41391
96.45,1,0,0,0,0,0,0,1,74139.17738
96.45,1,0,0,1,1,0,1,0,75134.35923
96.45,1,0,0,0,0,1,0,0,121750.8026
96.45,1,0,0,0,1,1,1,1,74786.98264
96.45,1,0,1,1,1,1,1,1,64085.85727
96.45,1,0,0,0,0,1,0,1,54716.55135
96.39,1,0,0,0,0,0,1,1,87203.54679
96.39,1,0,0,1,0,0,1,1,120266.7881
96.39,1,0,0,1,0,1,1,1,72827.90385
96.39,1,0,0,0,0,0,1,1,86150.43853
96.39,1,0,0,1,0,1,1,1,81582.85409
96.39,1,1,0,0,0,0,0,1,82448.9737
96.39,1,0,0,1,0,0,1,1,68281.76014
96.39,1,0,0,0,0,1,1,0,98165.45543
96.38,1,0,0,0,0,0,1,1,86940.23546
96.38,1,0,0,0,0,0,1,1,80301.82331
96.38,1,0,0,0,0,0,0,1,74914.07223
96.38,1,0,0,1,0,0,1,1,76137.94899
96.38,1,0,0,1,0,1,0,1,32118.48256
96.38,1,0,0,0,0,1,1,1,89921.04881
96.38,1,0,0,0,0,0,0,1,90238.402
96.38,1,0,0,0,0,1,1,1,67740.60422
96.36,1,0,0,0,0,0,1,1,73091.10717
96.36,1,0,0,0,0,1,1,0,86391.16307
96.36,1,0,0,0,1,1,0,1,86158.59874
96.36,1,0,1,0,0,0,1,1,61818.43184
96.34,1,0,0,0,0,0,1,1,80466.27716
96.34,1,0,0,0,0,1,1,1,57204.23812
96.34,1,0,0,1,0,0,0,1,85921.21586
96.34,1,0,0,0,1,1,0,1,42212.67913
96.34,1,0,0,0,0,1,1,1,70579.14268
96.34,1,0,0,0,0,1,0,1,81712.17623
96.34,1,0,1,1,0,0,1,0,82166.63883
96.34,1,0,0,1,0,0,0,1,82852.44361
96.33,1,1,0,0,0,1,0,1,89504.46683
96.33,1,0,0,0,0,0,0,1,64099.00964
96.33,1,0,0,0,0,0,1,1,63933.52556
96.33,1,0,0,0,0,0,1,0,74782.14845
96.33,1,0,0,0,0,1,1,1,42795.69786
96.33,1,0,1,0,0,1,1,1,126450.1509
96.33,1,1,0,0,0,1,0,1,106694.1921
96.33,1,0,0,1,0,1,1,1,103561.3854
96.33,1,0,0,0,0,0,1,1,102223.591
96.33,1,0,0,0,0,0,1,1,113654.2649
96.33,1,0,0,0,0,0,1,1,48852.84835
96.33,1,0,0,0,0,0,0,0,94769.57496
96.3,1,1,0,0,0,1,1,1,99562.00168
96.3,1,0,0,0,0,1,1,1,65470.66841
96.3,1,0,0,1,0,1,1,1,86642.7033
96.3,1,0,0,0,1,0,1,1,97806.50363
96.3,1,0,0,0,0,0,1,1,64494.7554
96.3,1,0,0,0,0,0,1,1,120797.1725
96.3,1,0,0,0,0,0,1,1,83795.90605
96.3,1,0,0,0,0,0,1,1,70073.81108
96.3,1,0,0,0,0,0,0,1,84292.78858
96.3,1,0,0,0,0,0,0,1,73310.68585
96.3,1,0,0,0,0,1,1,1,71183.66833
96.3,1,1,0,0,0,1,0,1,104865.912
96.3,1,0,0,1,0,0,0,1,66618.64732
96.3,1,0,0,0,0,1,0,1,71321.05054
96.3,1,0,0,0,0,0,1,1,21472.81027
96.3,1,0,0,0,0,1,0,0,112025.057
96.3,1,0,0,0,0,1,0,1,96244.30105
96.3,1,0,0,0,0,1,1,1,94845.91965
96.3,1,0,0,0,0,1,0,1,43295.47557
96.3,1,0,0,1,0,0,0,1,71877.82815
96.29,1,0,0,0,0,0,0,1,93707.75211
96.29,1,0,0,0,0,0,0,0,90054.23524
96.29,1,0,0,0,0,0,1,1,57010.68634
96.29,1,0,0,0,0,0,0,1,80434.76445
96.29,1,0,0,0,0,1,0,1,94823.55166
96.29,1,0,0,0,0,1,1,1,104107.3823
96.29,1,0,0,1,0,1,0,1,101154.2116
96.29,1,0,0,0,0,0,1,1,47357.19086
96.29,1,0,0,0,0,1,1,1,87999.77092
96.29,1,1,0,0,0,0,0,1,59881.72155
96.29,1,0,0,0,0,0,1,0,61243.46522
96.29,1,0,0,1,0,0,1,1,70090.30259
96.29,1,0,0,1,0,0,0,0,84322.58626
96.29,1,0,0,0,0,0,1,0,62065.01509
96.29,1,0,0,1,0,0,1,1,101078.2122
96.29,1,0,1,0,0,0,1,1,98198.68327
96.29,1,1,0,0,0,0,1,1,86165.62254
96.29,1,0,0,1,0,0,0,1,102715.798
96.29,1,0,0,0,1,1,1,1,102293.666
96.29,1,0,1,0,0,0,1,1,65024.25933
96.29,1,0,0,0,0,0,1,1,76359.07822
96.29,1,0,0,0,0,1,1,1,47398.531
96.29,1,0,0,1,0,0,1,1,50889.47151
96.29,1,0,0,0,0,1,1,1,109888.0032
96.26,1,0,0,1,0,1,0,1,67078.02844
96.26,1,0,0,0,0,1,1,1,90489.40485
96.26,1,0,0,1,1,0,0,1,99683.21167
96.26,1,0,0,0,0,0,1,1,103983.0183
96.26,1,0,0,1,0,1,0,1,102830.2468
96.26,1,0,0,1,0,1,1,1,92719.12001
96.26,1,0,0,1,0,0,0,1,54555.58312
96.26,1,0,0,1,0,1,1,1,103110.7914
96.26,1,0,0,0,0,1,1,1,85347.5066
96.26,1,0,0,0,0,1,1,1,43919.45109
96.26,1,0,0,1,0,1,1,1,75451.71027
96.26,1,0,0,0,0,1,1,1,97711.30642
96.26,1,0,0,0,0,1,0,1,81379.97665
96.26,1,0,0,0,1,1,0,1,58330.31774
96.26,1,0,0,1,0,0,0,1,104121.8871
96.26,1,0,0,0,0,0,0,1,107974.4092
96.22,1,0,0,0,0,1,1,1,94658.9371
96.22,1,0,0,1,0,1,1,1,80087.00477
96.22,1,1,0,0,0,0,1,1,54342.17065
96.22,1,0,0,0,0,1,0,1,88012.28891
96.22,1,0,0,0,0,0,0,1,109614.4548
96.22,1,0,0,0,0,0,0,1,82764.54075
96.22,1,1,0,1,0,0,1,1,58721.78414
96.22,1,0,0,0,0,0,0,1,56233.33857
96.22,1,0,0,1,0,0,1,1,85144.84192
96.22,1,0,0,0,0,1,1,1,78400.27927
96.22,1,0,0,1,0,1,1,1,78963.09075
96.22,1,0,0,0,0,0,1,1,91123.07907
96.15,1,0,0,0,0,1,0,1,128153.7511
96.15,1,0,0,1,0,1,1,1,72490.768
96.15,1,0,0,0,0,1,1,1,82334.52822
96.15,1,0,0,0,0,1,1,1,98061.63184
96.15,1,0,0,1,0,0,0,0,93693.26486
96.15,1,0,0,0,0,1,1,1,61039.99886
96.15,1,0,1,0,0,0,0,1,85352.80068
96.15,1,0,0,0,0,1,1,1,45039.98039
96.15,1,0,0,1,0,0,1,1,86445.57241
96.15,1,0,0,0,0,0,0,1,84935.70668
96.15,1,0,0,1,0,0,1,1,131091.5903
96.15,1,0,0,1,0,0,0,1,62784.62645
96.15,1,0,0,0,1,1,0,1,72132.60044
96.15,1,0,0,0,0,0,1,1,50150.41742
96.15,1,0,0,0,0,0,1,1,77271.83881
96.15,1,0,0,0,0,0,1,1,70696.69584
96.14,1,0,0,0,0,1,0,1,77374.23416
96.14,1,0,0,0,0,0,1,1,83729.08764
96.14,1,0,0,1,0,0,0,1,90561.06466
96.14,1,0,0,0,0,1,0,1,164143.9798
96.14,1,0,0,0,0,1,0,1,67760.82044
96.14,1,0,0,0,0,1,1,1,105114.218
96.14,1,0,0,0,0,1,1,1,51349.19534
96.14,1,0,0,1,0,0,0,1,60052.77895
96.13,1,0,0,0,0,0,0,1,59684.78704
96.13,1,0,0,0,0,1,1,1,55594.48857
96.13,1,0,0,0,0,1,1,1,78225.85235
96.13,1,0,0,0,0,1,0,1,96355.25317
96.13,1,0,0,0,0,1,1,1,86246.12032
96.13,1,0,0,0,0,1,0,1,60637.04014
96.13,1,0,0,1,1,0,1,1,85031.31958
96.13,1,0,0,0,0,1,0,1,79322.58315
96.13,1,1,0,0,0,0,1,1,104950.3078
96.13,1,0,0,0,0,0,0,1,102186.3602
96.13,1,0,0,0,1,1,1,1,125959.9925
96.13,1,0,0,0,0,1,1,0,105942.1128
96.13,1,0,0,0,0,0,1,1,110474.6615
96.13,1,0,0,1,0,0,1,1,72010.2044
96.13,1,0,0,1,0,1,0,1,82535.81999
96.13,1,0,0,0,0,0,0,1,87397.05479
96.13,1,0,0,0,0,1,1,1,95395.18989
96.13,1,0,0,1,0,1,1,1,98752.364
96.13,1,0,0,0,0,0,1,1,92725.96042
96.13,1,0,0,0,0,0,1,1,63509.82953
96.13,1,0,0,0,0,0,0,1,86373.42058
96.13,1,0,0,1,0,0,1,1,83632.41531
96.13,1,0,0,0,0,1,0,1,73283.73962
96.13,1,0,0,0,0,0,1,1,40862.99759
96.07,1,0,0,1,0,1,0,1,71099.24076
96.07,1,0,0,0,0,1,0,1,89283.72076
96.07,1,0,1,0,0,0,1,0,82489.17619
96.07,1,0,0,0,0,1,0,1,64643.06597
96.07,1,0,0,0,0,0,0,1,76097.82061
96.07,1,0,0,1,0,1,1,1,76816.16364
96.07,1,0,0,0,0,0,1,1,68751.57105
96.07,1,0,0,0,0,1,0,0,84466.16325
96.05,1,1,0,0,0,1,1,1,83485.42738
96.05,1,0,0,0,0,1,0,1,121271.6647
96.05,1,0,0,0,0,0,1,1,70781.68555
96.05,1,0,0,0,0,1,1,1,86553.91725
96.05,1,0,0,0,0,0,0,1,84054.14119
96.05,1,0,0,0,0,0,1,1,78127.77249
96.05,1,0,1,0,0,0,1,1,71579.905
96.05,1,0,0,0,0,1,1,1,79768.31821
96.05,1,0,0,0,0,0,1,1,104533.7615
96.05,1,0,1,1,0,1,1,0,75725.09607
96.05,1,1,1,0,0,1,1,1,60411.39915
96.05,1,0,0,0,0,1,0,1,79286.06984
96.05,1,0,0,1,0,1,0,1,82005.37584
96.05,1,0,0,0,0,1,0,1,62672.44833
96.05,1,0,0,1,0,0,0,1,69704.48114
96.05,1,0,0,0,0,1,0,1,93003.4433
96.04,1,1,0,0,0,1,0,1,72398.94332
96.04,1,0,1,0,0,0,1,1,110394.3701
96.04,1,0,0,1,0,1,0,1,84747.17536
96.04,1,0,0,0,1,1,1,1,55400.00806
96.04,1,0,1,0,0,0,1,1,68122.19491
96.04,1,0,0,0,0,1,1,1,83212.34217
96.04,1,0,0,0,0,1,0,1,82306.59628
96.04,1,0,0,0,0,0,1,0,87549.82703
95.99,1,0,0,0,0,1,1,0,101938.3692
95.99,1,0,0,0,1,0,0,1,49745.77397
95.99,1,0,0,0,0,0,0,1,73164.01464
95.99,1,0,0,1,0,1,0,1,72145.39517
95.99,1,0,0,0,0,0,1,1,29527.84974
95.99,1,0,0,1,0,0,1,0,98397.68897
95.99,1,0,0,0,0,0,0,1,85672.63621
95.99,1,0,1,0,0,1,1,1,100310.1373
95.97,1,0,0,0,0,0,1,1,58138.34563
95.97,1,0,0,0,0,0,0,1,104507.4497
95.97,1,0,0,0,0,1,1,1,33799.02726
95.97,1,0,0,0,0,0,0,1,95447.09944
95.97,1,1,0,0,0,1,0,1,44513.20121
95.97,1,0,0,0,0,0,1,0,73395.10704
95.97,1,0,0,0,0,0,1,1,62341.631
95.97,1,0,0,0,0,0,0,1,59932.05888
95.95,1,0,0,0,0,1,0,1,52844.34623
95.95,1,0,0,0,0,0,1,1,77887.45016
95.95,1,0,0,1,0,1,0,1,73497.17943
95.95,1,0,0,0,0,0,0,1,66125.232
95.95,1,1,0,0,0,0,1,1,70877.94016
95.95,1,0,0,0,0,1,1,1,110232.3042
95.95,1,0,0,0,0,0,1,1,58305.15443
95.95,1,0,0,0,0,1,1,1,56919.8041
95.95,1,0,0,0,0,0,0,1,95437.08294
95.95,1,0,0,0,0,0,1,1,65628.53592
95.95,1,0,0,0,0,0,1,1,100471.7555
95.95,1,0,0,1,0,0,0,1,56336.32692
95.95,1,1,0,0,0,0,1,1,69826.42719
95.95,1,0,0,0,0,1,0,1,62016.71349
95.95,1,0,0,0,0,0,1,1,103848.4671
95.95,1,1,0,0,1,1,0,1,78025.71293
95.88,1,0,0,0,0,1,0,1,106143.0936
95.88,1,0,0,1,0,0,1,1,112774.5161
95.88,1,1,0,0,0,1,0,1,97562.17563
95.88,1,0,0,0,0,0,1,1,133312.9536
95.88,1,0,0,0,0,1,0,1,128367.949
95.88,1,0,0,0,0,1,0,1,99982.77468
95.88,1,0,0,0,0,0,0,1,120774.5877
95.88,1,0,0,0,1,1,1,1,124311.5463
95.84,1,0,0,0,0,1,0,1,64837.33081
95.84,1,0,0,0,0,0,1,1,39904.69061
95.84,1,0,0,0,0,0,1,1,71747.36658
95.84,1,0,0,0,0,0,0,1,77362.96199
95.84,1,0,0,0,0,0,0,1,83572.05211
95.84,1,0,0,0,0,1,1,1,86546.81809
95.84,1,0,0,0,0,0,0,1,109060.4489
95.84,1,0,0,1,0,1,1,1,92744.58813
95.84,1,0,0,1,0,1,0,1,39479.67101
95.84,1,0,0,0,1,0,1,1,80146.59747
95.84,1,0,0,0,0,0,1,1,79246.98753
95.84,1,0,0,1,0,1,1,1,66313.98049
95.84,1,0,0,0,0,0,0,1,48598.9133
95.84,1,0,0,0,0,0,1,1,107215.1222
95.84,1,1,0,0,0,1,1,1,103454.1362
95.84,1,0,0,0,0,1,1,1,88822.32282
95.83,1,1,0,0,0,1,0,0,118388.4255
95.83,1,0,0,0,0,1,1,1,41423.18555
95.83,1,0,0,0,0,0,1,1,84033.61305
95.83,1,0,0,1,0,1,1,1,71827.52394
95.83,1,0,0,0,0,0,1,1,75279.0581
95.83,1,0,1,0,1,1,1,1,142613.8755
95.83,1,0,0,1,0,0,0,1,102967.3747
95.83,1,0,0,0,0,0,0,1,75729.10427
95.83,1,0,0,0,0,0,0,1,86562.71472
95.83,1,0,0,0,0,1,0,1,56017.99373
95.83,1,0,0,0,0,0,1,1,76064.46419
95.83,1,0,0,1,0,0,1,1,57327.47759
95.77,1,0,0,0,0,1,0,1,112618.444
95.77,1,0,0,0,0,1,1,1,97139.97525
95.77,1,0,0,0,0,1,0,1,104498.4577
95.77,1,0,0,1,0,0,1,1,79414.13392
95.77,1,0,0,1,0,1,0,1,113631.4382
95.77,1,1,0,0,0,1,0,1,87510.68701
95.77,1,0,0,0,0,0,1,1,95025.22953
95.77,1,0,0,0,0,0,0,0,114392.8371
95.77,1,0,0,1,0,1,1,1,84470.28803
95.77,1,0,0,0,0,0,1,0,117178.174
95.77,1,0,0,0,0,0,0,0,103495.3349
95.77,1,0,0,0,0,0,1,1,61294.08936
95.77,1,0,0,0,0,0,0,0,98569.48911
95.77,1,0,0,0,0,0,1,1,104876.8824
95.77,1,0,0,0,0,1,1,1,129006.0716
95.77,1,0,0,0,0,0,1,1,59733.63084
95.77,1,1,0,0,0,0,1,1,96392.83651
95.77,1,0,0,1,0,0,0,1,113789.8525
95.77,1,0,0,0,0,1,1,1,49179.01342
95.77,1,0,0,0,0,0,1,1,104538.1175
95.77,1,0,0,0,0,1,1,1,75861.12074
95.77,1,1,0,0,0,0,1,1,91854.75394
95.77,1,0,0,0,0,0,0,1,77730.19866
95.77,1,0,1,0,0,0,0,1,83230.72227
95.75,1,0,0,0,0,0,1,0,117368.843
95.75,1,0,0,0,0,0,1,1,85745.97234
95.75,1,0,0,1,0,0,1,1,87812.94941
95.75,1,0,0,0,0,0,1,1,91635.03633
95.72,1,0,0,0,0,0,0,0,99475.80717
95.72,1,0,0,0,0,1,1,1,88260.28118
95.72,1,0,0,0,0,0,0,1,62169.27876
95.72,1,0,0,1,0,0,1,1,97136.98921
