statefips,countyfips,median_age,white_perc,black_perc,asian_perc,hispanic_perc,hh_income,banks,population,rural_perc,treatment,atm
47,47061,46.32,0.84819996,0.011,0.003,0.0148,32.661,5,6218,1,1,5
47,47075,40.119999,0.39300001,0.60119998,0,0.058399998,38.9408,5,6869,0.47400001,0,9
47,47081,42.739998,0.94879997,0.032399997,0,0.020200001,38.9532,5,7728,1,0,13
47,47101,37.32,0.9242,0.045200001,0,0.0164,40.9084,5,9493,0.70200002,0,7
47,47133,42.68,0.977,0.016799999,0.0062,0.023600001,32.543,5,7540,0.84200001,0,8
47,47153,38.075001,0.98150003,0.00925,0,0.012,50.46275,5,6995,0.73799998,1,17
48,48003,24.174999,0.92050004,0.017999999,0,0.60874999,29.9,5,8232,0.16500001,1,6
48,48007,44.900002,0.88940001,0.055199999,0.030999999,0.25960001,51.6642,5,9579,0.273,1,20
48,48019,52.419998,0.9774,0,0.0044,0.2006,35.4268,5,4453,1,1,13
48,48025,29.34,0.86720002,0.068999998,0.0016,0.69639999,18.6626,5,7545,0.43000001,0,3
48,48043,45.200001,0.87559998,0.004,0.066600002,0.42479998,40.1458,5,4919,0.34900001,0,5
48,48063,36.724998,0.78675002,0.13374999,0.03675,0.35350001,45.441,5,5454,0.61500001,0,8
48,48069,31.775,0.78675002,0.067000002,0.11025,0.73049998,41.263,5,5585,0.458,1,6
48,48083,50.650002,0.92649996,0.071500003,0.002,0.046000004,23.5835,5,1743,0.51499999,1,2
48,48117,34.360001,0.85759997,0.0184,0.045400001,0.72259998,57.2594,5,7825,0.177,0,15
48,48159,36.52,0.80919999,0.1432,0.0016,0.1918,45.6148,5,13211,0.69099998,1,13
48,48179,39.560001,0.96179998,0.015999999,0.004,0.229,31.2854,5,4394,0.19400001,0,0
48,48193,40.700001,0.97549999,0.00675,0.00875,0.096500002,39.454,5,4491,0.64399999,0,1
48,48285,47.325001,0.89125001,0.08625,0.00775,0.11275,49.2435,5,4334,0.81300002,0,0
48,48371,33.48,0.93119997,0.035399999,0.0078,0.74440002,50.5706,5,4676,0.398,1,19
48,48399,40.040001,0.9684,0.0162,0.0036,0.26359999,44.4546,5,4796,0.40799999,1,13
48,48405,48.380001,0.6566,0.30179998,0,0.12779999,34.353,5,6476,1,0,4
48,48415,40,0.89920002,0.067999996,0,0.37760001,57.8248,5,5177,0.317,1,17
48,48473,29.719999,0.52420002,0.45100001,0.0034,0.3502,39.1284,5,15049,0.616,1,3
48,48483,42.98,0.87800002,0.0568,0.0004,0.2228,54.4068,5,5377,1,0,0
48,48501,33.299999,0.99160004,0.006,0.0024,0.66479999,62.8472,5,6601,0.373,1,9
49,49027,38.439999,0.95679998,0,0.0138,0.1472,53.5236,5,6274,0.73900002,1,1
49,49041,34.880001,0.96399999,0.0088,0.0004,0.082399994,45.7224,5,7989,0.64700001,1,11
51,51011,49.080002,0.80019999,0.1512,0,0.049600001,38.7366,5,5125,1,0,4
51,51035,47.639999,0.99580002,0,0,0.0328,36.5826,5,8568,0.97100002,1,3
51,51037,44.700001,0.69679999,0.27759999,0.007,0.0076,32.871,5,6253,1,0,2
51,51057,44.849998,0.49675,0.49024999,0.0025,0.021749999,36.3775,5,5468,0.773,0,13
51,51079,39.639999,0.85839999,0.089199997,0.023400001,0.083000004,77.0786,5,13574,0.51200002,1,20
51,51101,37.84,0.82340002,0.093200006,0.035,0.022600001,64.6942,5,10359,0.83200002,1,19
51,51131,46.220001,0.62099999,0.33140001,0.003,0.075000003,43.4076,5,5853,1,1,16
51,51149,34.419998,0.59180003,0.33419999,0.0228,0.069200002,50.9356,5,8607,0.53399998,0,15
51,51175,42.740002,0.54900002,0.3856,0.0006,0.030200001,55.288,5,13572,0.98000002,1,3
51,51580,49.119999,0.86539996,0.091200002,0.043400001,0.006800001,38.5806,5,3486,0,0,12
51,51678,24.800001,0.72220004,0.23019999,0.0298,0.038399998,12.5154,5,4316,0,1,4
54,54047,42.260002,0.90320003,0.093200006,0,0,30.6934,5,7686,0.86000001,0,14
54,54065,40.860001,0.95039999,0.014,0.0012,0.038000003,40.2218,5,4624,1,0,7
54,54075,45.440002,0.98680001,0.0014,0,0.0054,37.2006,5,5827,1,1,5
54,54093,52.900002,0.98500001,0.003,0,0.00725,41.08275,5,3391,1,0,8
54,54097,41.700001,0.96399999,0.016000001,0.002,0.001,50.245,5,5116,0.63999999,1,13
54,54109,47.560001,0.97659999,0.014,0,0.0006,45.4432,5,6146,0.889,0,13
55,55067,36.799999,0.90724999,0.00175,0,0.059749998,47.198,5,3436,0.59200001,1,16
55,55099,42.920002,0.96460003,0.0138,0.0052,0.0166,38.5844,5,4024,1,0,2
1,1007,45.34,0.7974,0.1842,0.012,0.027799999,44.2548,6,9901,0.68400002,1,21
1,1017,33.720001,0.4628,0.49039999,0.0394,0.045600001,45.0516,6,5762,0.491,0,1
4,4001,39.099998,0.63249999,0.010000001,0.001833333,0.19733334,58.6515,6,6659,0.741,1,13
5,5049,50.700001,0.98733336,0.007666667,0,0.018999999,31.694,6,4744,0.92900002,0,0
5,5095,48.75,0.59316665,0.38150001,0.010833333,0.030833332,36.71833333,6,6841,0.69,0,4
6,6115,33.049999,0.79166663,0.024499999,0.029833334,0.30150002,40.426,6,7806,0.26199999,0,5
8,8071,39.400002,0.83816671,0,0.083499998,0.51666665,42.944,6,4860,0.40799999,1,16
8,8091,49.049999,0.96950001,0,0.0135,0.046500001,53.5045,6,4882,1,0,16
8,8105,40.200001,0.93559998,0.0036,0.005,0.39140001,43.976,6,5961,0.625,1,2
12,12037,42.25,0.7665,0.20233333,0.002666667,0.066,47.5975,6,7957,0.68000001,0,8
12,12041,39.450001,0.92633331,0.062166668,0.003666667,0.052499998,45.70733333,6,8700,0.83899999,0,4
12,12133,35.766666,0.77250004,0.193,0.001833333,0.080166668,47.3165,6,5501,0.84600002,0,6
13,13043,40.033333,0.65883332,0.2155,0.090666667,0.1345,31.40683333,6,6074,0.67000002,0,11
13,13055,38.040001,0.89520001,0.1048,0,0.11719999,33.0568,6,4381,0.57599998,0,0
13,13105,41.450001,0.73299998,0.25066668,0.008666667,0.0625,51.916,6,5150,0.70599997,0,11
13,13107,34.633335,0.47283334,0.50116664,0,0.031666666,23.01366667,6,8358,0.66900003,0,9
13,13123,39.740002,0.98280001,0.0018,0.0108,0.12159999,55.134,6,8678,0.87599999,1,3
13,13131,44.283333,0.51233333,0.46666667,0.0035,0.27516666,28.2745,6,6441,0.62400001,0,2
13,13133,56.949997,0.72025001,0.26574999,0.00925,0.14875001,44.1925,6,3598,0.82700002,0,4
13,13147,37.716667,0.74916667,0.18416667,0.024166666,0.123,36.19916667,6,6569,0.745,0,16
13,13187,22,0.93533331,0.056666669,0.006333333,0.10699999,35.33866667,6,11380,0.83899999,0,13
13,13189,34.040001,0.38279998,0.57959998,0,0.002,16.7792,6,3808,0.61000001,1,21
13,13199,45.959999,0.3468,0.63520002,0,0.0048,27.7492,6,4967,0.833,1,20
13,13225,37.75,0.51966667,0.46366668,0.0085,0.0735,40.30266667,6,16891,0.382,0,1
13,13233,36.533333,0.78866667,0.19233334,0.015833333,0.089000002,44.59966667,6,7718,0.514,0,11
13,13237,39.5,0.60399997,0.361,0,0.052000001,60.1665,6,8349,0.80900002,0,15
13,13271,37.950001,0.63483334,0.35950002,0,0.021,39.69083333,6,7398,0.47,1,8
16,16079,40.766666,0.92799997,0,0.003333333,0.032833334,38.61233333,6,4611,0.56,0,11
17,17009,33.049999,0.83633333,0.10666666,0.029333333,0.061500002,50.94833333,6,6912,0.41100001,1,24
17,17083,43.633335,0.98500001,0.005,0.0005,0.018833334,41.55966667,6,8100,0.60600001,1,0
17,17087,44.920002,0.99199998,0.0032,0,0.019199999,42.6154,6,6072,1,1,2
17,17185,44.666668,0.96950001,0.003,0.012833334,0.043166667,39.66683333,6,6316,0.389,0,10
17,17191,46.866669,0.91850001,0.031833332,0.008,0.004333333,44.16483333,6,5525,0.699,0,17
18,18007,40.066666,0.96899998,0.005666667,0.0035,0.047333334,40.57416667,6,6255,1,0,10
18,18009,40.666668,0.98116666,0.002333334,0.008166666,0.005333333,39.37716667,6,6675,0.50599998,1,16
18,18049,41.900002,0.96500003,0.008833333,0.001333333,0.044166666,36.93316667,6,5493,0.64899999,0,12
18,18075,38.860001,0.93419999,0.0112,0.0018,0.046,30.6378,6,4901,0.55699998,1,6
18,18079,40.880001,0.9436,0.015,0.0018,0.041200001,40.9734,6,9047,0.602,0,9
18,18121,36.433334,0.97399998,0.001833333,0,0.025,46.51466667,6,5332,0.75,0,0
18,18123,38.616669,0.93733335,0.016999999,0.014166666,0.010333334,43.12966667,6,6457,0.55000001,1,8
18,18149,41.016666,0.99716669,0.0015,0,0.026666667,45.24133333,6,6070,0.824,0,3
18,18153,43.099998,0.96466666,0.004833333,0.008,0.006666667,37.53133333,6,6608,0.79000002,1,7
19,19039,39.616669,0.98116666,0.001333333,0.002166667,0.28816667,24.51933333,6,6832,0.48100001,1,11
19,19129,40.200001,0.96499997,0.023666667,0.002333333,0.021,55.8305,6,6626,0.59600002,1,12
19,19143,38.950001,0.95083332,0.033,0,0.16833334,49.265,6,4085,0.58399999,1,19
19,19173,40.483334,0.97183335,0.005833333,0.0115,0.10066666,43.62216667,6,4872,1,1,21
20,20085,38.824997,0.91500002,0.00475,0.02025,0.060999997,44.0235,6,4041,0.759,1,22
20,20127,43.150002,0.98283333,0.001,0.010666667,0.047499999,47.05566667,6,4455,1,1,4
20,20137,43.916664,0.94866669,0.022666667,0.007166667,0.051833332,49.17033333,6,6623,0.49000001,1,7
20,20157,48.400002,0.98116666,0,0.015000001,0.032333333,47.3915,6,4341,1,0,14
20,20185,44.166668,0.96866667,0.004666667,0.002,0.156,50.95883333,6,6521,1,1,7
20,20205,42.383331,0.94400001,0.004833333,0,0.042166665,43.3825,6,10278,0.727,1,8
21,21003,43.049999,0.94599998,0.054000001,0,0,36.3825,6,7704,0.787,1,14
21,21007,44.459999,0.9346,0.0526,0.011200001,0.0066,42.1304,6,6591,1,1,18
21,21011,44.900002,0.9368,0.031800002,0.0038,0.026999999,22.1708,6,6294,1,0,13
21,21017,36.633331,0.90500003,0.0515,0.005166667,0.059666667,42.45466667,6,7902,0.447,1,16
21,21027,45.25,0.94449997,0.032666668,0,0.005833333,46.17216667,6,9936,1,1,16
21,21041,38.700001,0.95060003,0.0374,0,0.067000002,47.6548,6,5445,0.52200001,1,8
21,21045,46.119999,0.97420001,0.0096,0,0.047200002,37.8854,6,6258,1,1,18
21,21099,43.16,0.90880001,0.072400004,0.0084,0.0026,38.4012,6,6620,0.87199998,1,15
21,21183,43.98,0.98799998,0.0048,0.0044,0.032000002,50.94,6,5246,0.73500001,1,6
22,22059,40.825001,0.81474996,0.152,0.0025,0.027000001,39.15325,6,7151,0.73199999,1,5
22,22111,41.119999,0.42140001,0.53399998,0,0.0166,30.714,6,5831,0.829,0,7
22,22121,42.366665,0.62283331,0.375,0,0.045833334,52.672,6,11451,0.30500001,0,13
24,24039,43.400002,0.62699997,0.34549999,0.0275,0,57.345,6,6717,0.458,0,11
26,26009,51.783333,0.96100003,0.004333333,0.004666667,0.022,51.98116667,6,5349,1,0,0
26,26011,48.720001,0.94519997,0.0092,0.008,0.0112,34.7172,6,3948,1,1,19
26,26019,53.950001,0.94599998,0.0095,0.0145,0.047499999,50.02716667,6,6284,1,0,11
26,26037,40.560001,0.96880001,0.0036,0.0174,0.023399999,66.8028,6,7067,0.52899998,0,6
26,26053,47.016666,0.99033332,0.0015,0.0035,0.004333333,25.47633333,6,3738,0.68199998,1,14
26,26069,51.933334,0.95233333,0.022666667,0.001666667,0.013166667,43.69966667,6,6331,0.58899999,0,14
26,26137,37.040001,0.95539999,0.0006,0.0014,0.036800001,43.675,6,5129,0.65700001,1,23
26,26143,52.583332,0.94466668,0.005666667,0.0035,0.008166667,34.33433333,6,5836,0.66100001,1,21
26,26153,44.52,0.87559998,0.0072,0.0058,0.024,39.825,6,7864,0.58999997,1,13
27,27001,45.5,0.92533332,0.008,0.000166667,0.016833333,43.75883333,6,6591,1,0,12
27,27057,47.150002,0.95466667,0.014666666,0.001166667,0.036166668,47.48266667,6,6643,0.83399999,1,7
27,27101,48.233334,0.95566666,0.009666667,0.020166667,0.052333333,56.36133333,6,8155,1,1,11
27,27117,40.466667,0.94233334,0.006166667,0.005833333,0.10333333,45.46416667,6,5493,0.57300001,0,7
27,27121,42.266666,0.97033334,0.003166667,0.006,0.017666666,56.48483333,6,6192,1,0,10
27,27135,39.450001,0.90433335,0.012,0.043666665,0.010833334,50.96533333,6,10631,0.82300001,0,14
27,27149,31.166666,0.94183332,0.005333333,0.034333333,0.044,53.61883333,6,6344,0.47299999,1,14
27,27159,38.583332,0.92550004,0.039166667,0.0025,0.028833333,42.86483333,6,5594,0.67000002,1,6
28,28007,39.619999,0.39219999,0.5934,0,0,33.8658,6,5528,0.64300001,0,12
28,28017,43.116665,0.37566665,0.61549997,0.002333334,0.037,32.768,6,5955,0.85299999,0,0
28,28023,42.116665,0.38016668,0.61433333,0,0.003,27.53983333,6,5853,1,1,6
28,28025,38.599998,0.52275002,0.472,0.00325,0.01075,28.42525,6,4741,0.55500001,1,2
28,28061,38.619999,0.30920002,0.68159997,0,0,32.4088,6,5475,1,1,12
28,28097,47.566666,0.55133331,0.44049999,0,0,37.85633333,6,5248,0.59799999,1,9
28,28131,33.566666,0.82533336,0.17183332,0,0.018833334,54.41233333,6,9212,0.78799999,0,10
28,28161,46.075001,0.53299999,0.46274999,0,0.026500002,33.27175,6,3746,0.79299998,1,10
29,29011,37.240002,0.94760001,0.0012,0,0.021,38.4796,6,4818,0.63999999,1,22
29,29041,46.066666,0.93666667,0.024333332,0,0.005,40.55483333,6,5229,1,1,22
29,29059,48.525002,0.97775,0,0.00175,0.1125,45.392,6,3495,0.81900001,0,16
29,29065,38.939999,0.94099998,0,0.0184,0.014599999,34.8894,6,4640,0.68599999,1,17
29,29075,40.299999,0.97916669,0.0045,0.006666667,0.014833333,37.43633333,6,5594,1,0,2
29,29079,46.059998,0.99419999,0.0046,0,0.096199997,39.482,6,4001,0.45500001,1,23
29,29089,37.083332,0.84666669,0.11866666,0.000333333,0.018999999,35.81433333,6,5211,0.64099997,1,10
29,29093,37.775002,0.9465,0.02,0,0.039500002,37.332,6,4212,0.74900001,1,21
29,29117,36.325001,0.91474998,0.039000001,0.00575,0.031500001,43.41575,6,9374,0.366,1,3
29,29123,37.02,0.97140002,0.007,0.004,0.082400002,32.2738,6,5267,0.65499997,1,22
29,29155,36.779999,0.51800001,0.4542,0,0.006,21.7132,6,4203,0.493,0,2
29,29157,39.559998,0.98820001,0.0052,0.0028,0.007,57.1062,6,6066,0.55599999,1,5
29,29205,47.666664,0.97649997,0.015,0,0.021833334,35.83416667,6,4390,1,0,18
29,29211,42.200001,0.92333335,0.06116667,0.000666667,0.266,38.6865,6,5160,1,1,11
30,30027,43.400002,0.97180003,0.0022,0.004,0.0152,45.5026,6,9598,0.47400001,1,6
30,30067,44.266666,0.95183337,0.007666667,0.0005,0.062333334,44.09033333,6,5331,0.477,0,7
31,31021,46.116669,0.95616668,0.009833333,0.0025,0.033666667,52.79016667,6,7354,1,0,14
31,31051,42.266666,0.95583332,0.005833333,0.001,0.13616668,55.97516667,6,5388,1,1,13
31,31083,50.183334,0.9745,0.011666667,0.002666667,0.0265,50.40333333,6,6972,1,1,19
31,31097,39.283333,0.87550002,0.083833329,0.0145,0.12933333,50.58383333,6,9821,1,0,17
31,31133,50.049999,0.97733337,0,0,0.014833334,46.54516667,6,5699,1,1,9
31,31161,43.566666,0.81666666,0.002666667,0.0105,0.101,36.3285,6,5946,1,0,17
31,31175,41.016666,0.97466666,0.008166667,0,0.017333332,45.98616667,6,5177,1,1,22
31,31177,43.116669,0.98416662,0.004166667,0.002833334,0.0305,65.9055,6,6860,0.61199999,1,0
35,35029,38.599998,0.65533334,0.24933332,0.035166666,0.71983337,21.44516667,6,7360,0.40599999,0,13
35,35039,44.279999,0.4772,0.0088,0.0572,0.67540002,0,6,6329,0.498,0,2
35,35041,24.75,0.86250001,0.064333335,0.008166666,0.5523333,24.349,6,6089,0.36500001,1,14
35,35047,36.700001,0.8488,0.055399999,0.020400001,0.75739998,37.8236,6,6226,0.46900001,0,0
37,37111,43.700001,0.83633333,0.109,0.016333334,0.117,36.21683333,6,6162,0.70300001,0,6
37,37141,41.700001,0.85680002,0.1046,0.0062,0.053199999,67.8964,6,16496,0.68800002,1,1
37,37165,34.25,0.38766667,0.49833333,0.0115,0.040166669,26.43566667,6,8902,0.484,1,20
38,38003,53.200001,0.97783333,0,0.001333333,0,50.587,6,5096,0.396,1,22
38,38045,45.133331,0.97100002,0.006333333,0,0.015999999,59.716,6,7016,1,1,12
38,38055,45.216667,0.94749999,0.008,0.002,0.017333332,62.47466667,6,6952,1,1,4
38,38063,51.983334,0.98983335,0,0.000333333,0.020500001,49.33566667,6,5042,1,1,19
38,38103,50.360001,0.99040002,0,0,0.02,59.0876,6,4800,1,1,23
39,39067,44.483334,0.94150001,0.044499997,0.001,0.000833333,44.26483333,6,6283,0.84100002,0,3
39,39117,38.583332,0.9745,0.007333334,0,0.021833334,39.539,6,9714,0.88800001,0,17
40,40023,38.5,0.625,0.18483333,0,0.082833335,26.112,6,5139,0.66900003,1,19
40,40043,43.349998,0.88349998,0.002166667,0.010166667,0.066833332,49.28716667,6,6659,1,0,6
40,40099,43.079998,0.76300001,0.0266,0.0102,0.082000002,46.98,6,5159,0.45699999,1,20
40,40117,38.639999,0.65920001,0.031800002,0.0104,0.043400001,33.0416,6,3931,0.81099999,0,10
42,42105,45.566666,0.96883333,0.015,0.004,0.013166667,40.1755,6,5918,1,0,17
45,45011,39.133335,0.3705,0.62583333,0,0.018333333,15.70433333,6,5448,0.82499999,1,3
45,45027,43.333332,0.3545,0.64050001,0,0.019000001,28.328,6,6269,0.85699999,0,8
45,45087,39.075001,0.57249999,0.39499998,0,0.079999998,34.25,6,3909,0.65399998,1,20
46,46027,30.35,0.86883336,0.015999999,0.049166664,0.040333334,39.77983333,6,8625,0.243,0,11
46,46057,34.900002,0.98133332,0.001833333,0.002666667,0.037833333,64.06216667,6,7337,1,0,14
46,46077,45.783333,0.991,0,0.001666667,0.025,58.1185,6,4967,1,0,14
46,46109,41.100002,0.67533332,0.004666667,0,0.038666669,48.341,6,4981,1,1,1
47,47039,47.349998,0.91866666,0.047833331,0.008166666,0.020166667,31.15666667,6,9373,1,1,6
47,47151,41.633331,0.99150002,0.004666667,0,0.003,28.7635,6,8497,0.80599999,0,8
48,48145,40.683334,0.47766668,0.50200003,0.004166667,0.22616667,24.38183333,6,6103,0.67400002,0,9
48,48281,34.799999,0.87883335,0.061999999,0.022166668,0.38383335,36.437,6,6838,0.68300003,0,17
48,48341,32.566666,0.85516667,0.050000001,0.076333337,0.46183333,55.41283333,6,10656,0.168,1,14
48,48343,35.483334,0.71266669,0.26616666,0.000666667,0.11416667,44.2405,6,6074,0.78399998,0,8
48,48365,34.459999,0.59740001,0.39699998,0,0.1516,57.3602,6,6461,0.727,1,6
48,48387,49.666668,0.6965,0.29233333,0,0.090166666,37.76366667,6,4789,0.75700003,0,9
48,48403,49.939999,0.86000001,0.080800004,0,0.079999998,21.2464,6,4315,1,0,7
48,48471,33.333332,0.68616664,0.25116667,0.022166666,0.094333336,34.01116667,6,12526,0.456,1,1
49,49051,30.933332,0.96466666,0,0.011,0.12166666,73.5915,6,17434,0.26899999,0,12
51,51053,44.216667,0.58633333,0.38716668,0.005166667,0.055833332,54.73416667,6,9018,0.71200001,1,4
51,51071,41.566666,0.96950001,0.025333334,0.003833333,0.016333334,50.29216667,6,7283,0.66299999,0,13
51,51075,48.299999,0.8368333,0.11266667,0.0255,0.018833334,98.28466667,6,11671,0.97000003,1,19
51,51119,55.600002,0.838,0.12133333,0,0.006333333,44.03733333,6,5203,1,1,3
51,51141,52.740002,0.89660001,0.073399998,0.0084,0.0504,34.706,6,5294,1,1,4
51,51183,41.466667,0.45333332,0.50583333,0.012833334,0.053333335,37.9795,6,4620,1,1,18
51,51193,54.75,0.69749999,0.28283334,0.002,0.047499999,42.45266667,6,6491,0.78799999,1,11
51,51595,51.799999,0.32316667,0.63066667,0.013333333,0.006666667,17.2065,6,4450,0.063000001,1,20
53,53003,34.933334,0.98233336,0.001833333,0.002666667,0.053166669,42.536,6,5150,0.067000002,1,15
53,53045,39.016666,0.78033334,0.027000001,0.044833332,0.15450001,31.295,6,6887,0.63700002,0,2
54,54005,45.299999,0.96716666,0.022,0,0.0025,44.024,6,9883,0.81400001,1,16
54,54057,46.083332,0.88466668,0.098499998,0,0.004,41.09766667,6,7895,0.64600003,1,24
54,54087,47.200001,0.97733331,0.000333333,0,0.032500003,31.1755,6,4470,0.80000001,0,13
55,55041,44.983334,0.83116668,0.002833333,0.007333333,0.018999999,44.07283333,6,6514,1,0,8
55,55119,37.200001,0.97960001,0.0068,0.0008,0.0188,49.1002,6,4812,0.80400002,0,11
56,56007,37.700001,0.95450002,0.001666667,0.002666667,0.14783333,57.832,6,6001,0.41600001,1,5
56,56015,33.883331,0.91833335,0,0,0.0195,56.97916667,6,4956,0.46000001,0,12
56,56031,42.666668,0.97966665,0.000333333,0.0095,0.094999999,50.89583333,6,7217,0.58600003,0,7
56,56035,41.416668,0.96183336,0,0.001666667,0.0605,80.3055,6,18092,1,1,21
1,1067,40.583336,0.61900002,0.37533334,0,0.020500001,51.0755,7,8303,0.87800002,0,1
1,1079,42.057144,0.7212857,0.20828572,0.001,0.014285714,36.891,7,7090,0.91299999,0,1
1,1099,44.42857,0.53057146,0.41271427,0.019571429,0.002857143,23.05,7,9239,0.79000002,0,20
2,2130,41.833332,0.59399998,0.0065,0.16566667,0.054666668,63.021,7,7751,0.23199999,1,23
2,2170,35.185715,0.75028569,0.031714287,0.038714286,0.071000002,58.188,7,16282,0.50300002,1,28
5,5011,39.214287,0.66728568,0.33128572,0,0.15928572,38.85457143,7,9073,0.49599999,0,9
5,5017,41.314285,0.24242857,0.74142855,0.004,0.019428572,21.10114286,7,6171,0.54299998,1,22
5,5021,40.342857,0.97542858,0,0,0.009285715,32.36328571,7,7585,0.58899999,0,10
5,5029,41.314285,0.7722857,0.20314285,0,0.072857141,38.27828571,7,16701,0.70499998,1,11
5,5087,34.650002,0.94349998,0.003,0,0.14825,43.37975,7,5272,1,1,18
5,5109,41.542858,0.92814285,0.061857142,0.000285714,0.13271429,32.47085714,7,9197,1,0,5
5,5121,34.585716,0.95957142,0.013857143,0,0.004857143,22.96628571,7,7254,0.67400002,1,12
5,5133,29.814285,0.79614288,0.13342857,0.009000001,0.45300001,41.76342857,7,10365,0.63599998,1,2
6,6011,37.314285,0.83142859,0.043571427,0.095571429,0.6192857,51.08642857,7,7027,0.317,1,6
6,6063,48.914284,0.86228573,0.067000002,0.014428572,0.074142858,44.42042857,7,7242,0.74000001,0,13
6,6069,35.52,0.77899998,0.006800001,0.071999997,0.65700001,84.7558,7,8280,0.23999999,1,10
8,8007,50.94286,0.95899999,0.005428571,0.012571429,0.26114285,41.49042857,7,13786,0.59399998,1,1
8,8113,38.650002,0.97299999,0.001333333,0.003,0.12316667,64.07583333,7,7434,1,1,17
12,12051,42.185715,0.82385713,0.12614286,0.025571428,0.46057144,43.78728571,7,12383,0.37900001,0,5
12,12093,50.371429,0.93200004,0.044571429,0.008571428,0.22185713,36.643,7,7744,0.36500001,1,14
13,13029,31.18,0.65700001,0.27320001,0.014,0.079800002,59.6346,7,11362,0.523,1,24
13,13039,42.216667,0.68800002,0.26050001,0.007666667,0.035833333,46.73833333,7,12238,0.31400001,1,1
13,13087,38.642857,0.23571429,0.73628569,0.014,0.009428571,25.25014286,7,8067,0.565,1,0
13,13103,30.52,0.77780002,0.18960001,0,0.046799999,60.722,7,18294,0.671,0,13
13,13163,38.657143,0.37857142,0.61271429,0.006714286,0.033142857,26.15985714,7,6136,0.80699998,1,18
13,13241,47.216667,0.94583333,0.039833333,0.005,0.18450001,34.61266667,7,9349,0.79299998,1,12
13,13251,38.914288,0.40871429,0.58214289,0.000714286,0.014285714,33.58471429,7,7830,0.78899997,0,18
13,13257,38.516666,0.79866666,0.18249999,0.009333333,0.055833332,49.66233333,7,8014,0.58600003,0,11
13,13261,38.299999,0.47942856,0.47314286,0.028714286,0.055428572,33.82771429,7,8336,0.41800001,0,7
13,13267,45.771427,0.5172857,0.46385714,0,0.064428575,32.98428571,7,12662,0.68199998,0,4
16,16047,39.585716,0.97714287,0,0,0.27571428,31.77028571,7,8959,0.58099997,0,18
16,16051,31.133333,0.91750002,0.003166667,0,0.20183334,55.62533333,7,7038,0.66600001,0,3
16,16053,32.150002,0.95599997,0.0025,0.002666667,0.373,45.70033333,7,11290,0.51300001,1,7
17,17123,39.799999,0.95442855,0.009714286,0.004571429,0.017857144,53.83771429,7,5936,1,0,21
17,17145,44.242859,0.91257143,0.040571429,0.010571429,0.056857143,33.96985714,7,6106,0.43599999,1,22
19,19069,40.128571,0.98857141,0.003571429,0,0.162,53.62514286,7,6657,0.602,1,10
19,19071,46.385715,0.96799999,0.01,0,0.048857141,57.37671429,7,6271,1,0,10
19,19079,43.842857,0.99000001,0.005428571,0.003428571,0.047714286,53.21985714,7,7270,0.505,1,18
19,19091,43.185715,0.98428571,0.001428571,0.005714286,0.055,49.68942857,7,8167,0.46599999,0,6
19,19115,38.657143,0.86628568,0.019142857,0.092857137,0.18157142,54.363,7,7463,1,0,17
19,19121,42,0.9572857,0.004,0.029428571,0.015000001,65.00671429,7,10036,0.67799997,0,12
19,19137,52.828571,0.98457146,0,0,0.037428569,36.73785714,7,6244,0.479,1,7
19,19189,46.733334,0.98549998,0.003,0.008333334,0.044666667,45.461,7,3923,0.66100001,1,9
20,20027,37.371429,0.95457143,0,0.030142859,0.009857143,52.88685714,7,6426,0.495,0,16
20,20043,39.728569,0.93685716,0.052571427,0.001428571,0.039142858,47.21342857,7,5671,0.70200002,0,7
20,20053,45.116669,0.94483334,0.029666666,0.002833333,0.017166667,45.98833333,7,5348,0.54100001,1,6
20,20077,40.771427,0.94699997,0.003142857,0.001857143,0.06485714,51.59057143,7,6317,1,0,0
20,20123,39.157143,0.97785711,0.004,0.003,0.029142857,43.818,7,7007,0.48300001,0,5
20,20147,42.049999,0.96983331,0.009333333,0.004,0.030833334,47.645,7,5805,0.53799999,1,14
20,20167,41.742859,0.97628576,0.001571429,0,0.017714286,55.02914286,7,6542,0.41100001,1,26
20,20197,45.828571,0.94771427,0.004285714,0.010714286,0.049857143,58.015,7,6368,1,1,12
21,21081,35.799999,0.93599999,0,0,0.039750002,51.02725,7,8262,0.64999998,0,13
21,21095,40.728573,0.96742857,0,0.028285714,0.020285714,23.48971429,7,6443,0.542,1,11
21,21103,38.657143,0.89542854,0.060428571,0.019285714,0.046142858,47.57142857,7,10793,1,0,1
21,21163,43.385715,0.93042856,0.016428571,0.017428571,0.014428571,56.968,7,10542,0.85900003,0,9
21,21171,44.066666,0.95950001,0.030666666,0,0.046500001,33.50016667,7,8334,1,0,0
21,21203,42.299999,0.98557144,0.001,0,0.001285714,36.47214286,7,10354,0.83700001,1,13
21,21207,42.671429,0.98314285,0.004571429,0,0.041999999,33.33857143,7,10862,1,0,13
21,21213,38.557144,0.72385716,0.23542857,0,0.049428571,46.58342857,7,9553,0.45199999,1,11
21,21233,40.600002,0.94728571,0.046428569,0,0.17914286,42.22542857,7,6481,1,0,8
22,22003,37.083332,0.83399999,0.12316667,0.001,0.030999999,37.787,7,5327,0.69400001,0,16
22,22029,45.857143,0.59042859,0.40957144,0,0.057857145,38.56071429,7,6739,0.33500001,1,18
